Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,name
['丁家宝' '杨健健' '余涛' '丁家保'],93,0.08193832599118943,91,2,0.021505376344086023,2.4478566911801742,0.22485236577163065,0.022689037447750963,FARMSUPERVISOR
['李芳昌'],80,0.07048458149779736,73,7,0.0875,0.9746936573163472,0.04895710875446749,0.0058883478181675185,FARMSUPERVISOR
['李豪' '张明明'],110,0.09691629955947137,99,11,0.1,0.8273689425594888,0.05093794378525029,0.006191630212820513,FARMSUPERVISOR
['李明' '李晓'],78,0.06872246696035242,68,10,0.1282051282051282,0.5470669774053303,0.017320064285856966,0.002138407813267137,FARMSUPERVISOR
['刘乾乾'],88,0.07753303964757709,75,13,0.14772727272727273,0.3826831212980428,0.010084155274176146,0.0012528836876578879,FARMSUPERVISOR
['史成志'],72,0.06343612334801763,61,11,0.1527777777777778,0.3431229565982099,0.006717396339840047,0.0008355795670331977,FARMSUPERVISOR
['薄明龙'],66,0.05814977973568282,55,11,0.16666666666666666,0.2395822776573695,0.0031019660739207825,0.000386821059331965,FARMSUPERVISOR
['王勇' '王志远'],78,0.06872246696035242,64,14,0.1794871794871795,0.1499701189676823,0.0014770057356894037,0.0001844528936379517,FARMSUPERVISOR
['姚闯' '张换吉'],99,0.08722466960352424,78,21,0.21212121212121213,-0.0576692458105621,0.00029506484164423954,3.687799506824443e-05,FARMSUPERVISOR
['高阳阳' '陈铁楠'],68,0.05991189427312775,49,19,0.27941176470588236,-0.4224743158325446,0.012025752204217276,0.0014921386237520436,FARMSUPERVISOR
['李荣' '陈智'],92,0.08105726872246696,64,28,0.30434782608695654,-0.5431770615922629,0.02771338166759467,0.0034222047645578943,FARMSUPERVISOR
['公赔河' '张玉风'],100,0.0881057268722467,67,33,0.33,-0.661670576852245,0.04594978711697911,0.005641187557982588,FARMSUPERVISOR
['杨文杰' '戈兆康' '罗冲'],111,0.09779735682819383,61,50,0.45045045045045046,-1.1710047760315658,0.1756366519707205,0.020780348568731878,FARMSUPERVISOR
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,FARMSUPERVISOR
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,FARMSUPERVISOR
,1135,1.0,905,230,0.2026431718061674,,0.6250686438219877,0.0709399180097598,FARMSUPERVISOR
"['901plus' 'CObb' 'Cobb/SZ901' 'L5' 'ROSS' 'ROSS/COBB' 'SZ901 '
 'SZ901Plus/SZ901' 'SZ901/901plus' 'SZ901/SZ901Plus' 'SZ901 Plus'
 'SZ901/\nSZ901PLUS' 'SZ901 PLUS' 'SZ901 PIUS' 'SZ901\nSZ901Plus' 'SZ901']",315,0.2775330396475771,301,14,0.044444444444444446,1.6981973003568862,0.461446261389313,0.05161685245277281,BIRDSVARIETY
['SZ901Plus'],62,0.05462555066079295,58,4,0.06451612903225806,1.304293014649798,0.06090669278114839,0.007115779641995453,BIRDSVARIETY
['SZ901plus' 'sz901' '901.0'],90,0.07929515418502203,77,13,0.14444444444444443,0.4090004296154164,0.011681515993579864,0.0014500962668707726,BIRDSVARIETY
['Ross' 'L1' 'L4' 'Cobb'],525,0.46255506607929514,389,136,0.259047619047619,-0.31893117689433637,0.05149784701137955,0.006410086527705937,BIRDSVARIETY
['SZ901PLUS' 'Cobb 500' 'SZ901\nSZ901plus'],74,0.06519823788546256,52,22,0.2972972972972973,-0.5096543695536194,0.019465540417733716,0.002407195879484972,BIRDSVARIETY
['COBB' 'Cobb500' 'SZ901 plus' 'cobb' '901Plus' 'sz901Plus'],69,0.06079295154185022,28,41,0.5942028985507246,-1.7512231913058345,0.2579930778832256,0.028671961213253334,BIRDSVARIETY
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,BIRDSVARIETY
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,BIRDSVARIETY
,1135,1.0,905,230,0.2026431718061674,,0.8629909354763801,0.09767197198208327,BIRDSVARIETY
"['L3/L8' 'L5/L6' 'L6/大岭头/天河坑' '上访凹/大岗垅平' 'SZ901PLUS' '上坊凹/洋坑' '上访凹'
 'L7/下朱溪一' '叶子琴' '南源拢' '南源垅/大岭头' '南源垅' '元岱二' '下朱溪二' '下朱溪一/天河坑' '下朱溪一'
 '大岗垅坪' '大岗垅平' '大岗垅平/上坊凹' '大岗垅平/洋坑' '大岭头' '大岭头/南源拢' '大里丰' '碗一'
 '洋坑/大岗垅平/上坊凹' '洋坑/金山角' '洋坑/大岗垅坪' '洋坑/大岗垅平' '洋坑/南源垅' '横山' '梁家边' '天门'
 '金三角/上坊凹' '碗一/SZ901PLUS' '牛苦坑' '牛苦坑\n樟树后' '马头洋/樟树后/L6' '金三角/洋坑' '洋坑']",134,0.11806167400881057,133,1,0.007462686567164179,3.5204934934450227,0.5020698984045905,0.0425807513900871,HESOURCE
['L6'],235,0.20704845814977973,210,25,0.10638297872340426,0.7583760710725371,0.09354458623486617,0.011420679094684461,HESOURCE
['L7'],124,0.1092511013215859,108,16,0.12903225806451613,0.5396868701077078,0.026861186520854438,0.0033174845013097184,HESOURCE
['樟树后' 'L5' '天河坑'],196,0.1726872246696035,154,42,0.21428571428571427,-0.07057265064646989,0.0008781319489519927,0.00010974372046024077,HESOURCE
['L4'],225,0.19823788546255505,164,61,0.27111111111111114,-0.3808630711258436,0.03199322987574048,0.003975156693579084,HESOURCE
['L3'],89,0.07841409691629955,60,29,0.3258426966292135,-0.6428069025411043,0.0384325337599041,0.004723028423930485,HESOURCE
['L1' 'L8' 'L7Plus'],132,0.11629955947136564,76,56,0.42424242424242425,-1.064473985225549,0.16978398419163213,0.02027453874672132,HESOURCE
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,HESOURCE
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,HESOURCE
,1135,1.0,905,230,0.2026431718061674,,0.8635635509365398,0.0864013825707724,HESOURCE
"(-inf, 14.69)",165,0.14537444933920704,128,37,0.22424242424242424,-0.128743283501338,0.0025018812479601763,0.00031251935428671957,DENSITY
"[14.69, 14.80)",62,0.05462555066079295,42,20,0.3225806451612903,-0.6279182900473534,0.02546063112178555,0.00313130370305938,DENSITY
"[14.80, 14.95)",66,0.05814977973568282,42,24,0.36363636363636365,-0.8102398468413081,0.04694447539229484,0.005712636632763541,DENSITY
"[14.95, 15.20)",189,0.16651982378854627,145,44,0.2328042328042328,-0.17731152627441737,0.005511436824383768,0.0006880285394267075,DENSITY
"[15.20, 15.31)",138,0.12158590308370044,110,28,0.2028985507246377,-0.0015797791595186794,3.035847532103801e-07,3.7948090205166467e-08,DENSITY
"[15.31, 15.70)",328,0.2889867841409692,269,59,0.1798780487804878,0.14731830091938902,0.0059981868858602905,0.0007490960917425765,DENSITY
"[15.70, 15.86)",86,0.07577092511013216,73,13,0.1511627906976744,0.35565444891012366,0.00858594093573563,0.0010676217108452745,DENSITY
"[15.86, inf)",101,0.08898678414096917,96,5,0.04950495049504951,1.5850546442570053,0.13368068354519205,0.015154743113601115,DENSITY
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,DENSITY
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,DENSITY
,1135,1.0,905,230,0.2026431718061674,,0.22868353953796552,0.026815987093815517,DENSITY
"(-inf, -0.00)",65,0.05726872246696035,46,19,0.2923076923076923,-0.4856532174540763,0.015434042918369983,0.0019105164882216863,平均温度变化率_31.0
"[-0.00, 0.00)",100,0.0881057268722467,87,13,0.13,0.5311031264163162,0.021037450287304953,0.0025992042134428215,平均温度变化率_31.0
"[0.00, 0.00)",77,0.06784140969162995,74,3,0.03896103896103896,1.8355971697593294,0.12615045646604472,0.013871589690954207,平均温度变化率_31.0
"[0.00, 0.00)",144,0.12687224669603525,118,26,0.18055555555555555,0.14273245166745196,0.002475446315251033,0.000309168394374686,平均温度变化率_31.0
"[0.00, 0.00)",154,0.1356828193832599,122,32,0.2077922077922078,-0.03157049284320079,0.00013650465317742327,1.7062373069758876e-05,平均温度变化率_31.0
"[0.00, inf)",491,0.4325991189427313,374,117,0.23828920570264767,-0.20777377215995485,0.019829094326002893,0.0024741879503119395,平均温度变化率_31.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,平均温度变化率_31.0
Missing,104,0.09162995594713656,84,20,0.19230769230769232,0.06522889051259173,0.000382316821644786,4.7781132191276584e-05,平均温度变化率_31.0
,1135,1.0,905,230,0.2026431718061674,,0.1854453117877958,0.021229510242566377,平均温度变化率_31.0
"(-inf, -0.00)",79,0.06960352422907488,54,25,0.31645569620253167,-0.5997474130806573,0.02940390271673363,0.0036213739460115284,平均温度变化率_2.0
"[-0.00, -0.00)",77,0.06784140969162995,56,21,0.2727272727272727,-0.3890263817650045,0.011447449379344953,0.001421975599280226,平均温度变化率_2.0
"[-0.00, 0.00)",102,0.08986784140969163,78,24,0.23529411764705882,-0.1912006384350846,0.0034721999196955042,0.00043336507320253844,平均温度变化率_2.0
"[0.00, 0.00)",289,0.25462555066079295,225,64,0.22145328719723184,-0.11263831593198259,0.003338834539035942,0.0004171338265340427,平均温度变化率_2.0
"[0.00, 0.00)",66,0.05814977973568282,63,3,0.045454545454545456,1.6746668029466922,0.09473553497332357,0.010627115298941009,平均温度变化率_2.0
"[0.00, inf)",118,0.10396475770925111,96,22,0.1864406779661017,0.10345010333278948,0.001078485343416543,0.00013475058617926387,平均温度变化率_2.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,平均温度变化率_2.0
Missing,404,0.35594713656387666,333,71,0.17574257425742573,0.17560697816239768,0.010406495679236976,0.0012991431080971241,平均温度变化率_2.0
,1135,1.0,905,230,0.2026431718061674,,0.15388290255078713,0.017954857438245733,平均温度变化率_2.0
"(-inf, 1648.44)",282,0.24845814977973568,211,71,0.25177304964539005,-0.2806773783419796,0.021204188202871142,0.002641857331502663,GAS_COST
"[1648.44, 5301.89)",192,0.16916299559471365,159,33,0.171875,0.20254100597702052,0.006524321138966719,0.0008141490041960256,GAS_COST
"[5301.89, 7661.65)",100,0.0881057268722467,85,15,0.15,0.3647454206113756,0.010470112362012823,0.0013015570901729768,GAS_COST
"[7661.65, 9425.00)",62,0.05462555066079295,59,3,0.04838709677419355,1.609069520460879,0.08391280155946598,0.00948635960671034,GAS_COST
"[9425.00, 15965.30)",153,0.13480176211453745,132,21,0.13725490196078433,0.468423850086217,0.025553460570401133,0.0031652963053670578,GAS_COST
"[15965.30, 18832.66)",114,0.10044052863436123,91,23,0.20175438596491227,0.005509655810969738,3.044008735342289e-06,3.805006106376264e-07,GAS_COST
"[18832.66, 21061.03)",83,0.07312775330396476,64,19,0.2289156626506024,-0.15541153058349955,0.0018479151486627916,0.00023075721446133611,GAS_COST
"[21061.03, inf)",149,0.13127753303964756,104,45,0.30201342281879195,-0.5321272254056779,0.042961316468615986,0.0053076893521856565,GAS_COST
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,GAS_COST
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,GAS_COST
,1135,1.0,905,230,0.2026431718061674,,0.19247715945973193,0.022948046405206694,GAS_COST
"(-inf, 24850.00)",83,0.07312775330396476,52,31,0.37349397590361444,-0.8525991206804495,0.06592641291065018,0.007999932859490327,DOCAMOUNT
"[24850.00, 28150.00)",326,0.2872246696035242,243,83,0.254601226993865,-0.29563479923278013,0.027305207856114358,0.0034007754972311816,DOCAMOUNT
"[28150.00, 30650.00)",426,0.37533039647577093,354,72,0.16901408450704225,0.22277515934098835,0.017402469809677953,0.0021708216129077765,DOCAMOUNT
"[30650.00, 32050.00)",68,0.05991189427312775,67,1,0.014705882352941176,2.8348369846142347,0.19754653116420598,0.01876555315859427,DOCAMOUNT
"[32050.00, 35450.00)",58,0.05110132158590308,54,4,0.06896551724137931,1.232834050667653,0.05212077658359522,0.006131515726155958,DOCAMOUNT
"[35450.00, inf)",174,0.15330396475770924,135,39,0.22413793103448276,-0.12814250246794767,0.002613331361885357,0.00032644310248023875,DOCAMOUNT
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,DOCAMOUNT
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,DOCAMOUNT
,1135,1.0,905,230,0.2026431718061674,,0.36291472968612903,0.038795041956859753,DOCAMOUNT
"(-inf, -0.00)",61,0.053744493392070485,51,10,0.16393442622950818,0.2593849049535495,0.003339666323687307,0.00041629192925210674,平均温度变化率_35.0
"[-0.00, 0.00)",72,0.06343612334801763,67,5,0.06944444444444445,1.2253990721801349,0.06408104204026312,0.007543806231969983,平均温度变化率_35.0
"[0.00, 0.00)",141,0.12422907488986784,116,25,0.1773049645390071,0.16485873146143315,0.003211636589363977,0.00040100057000198776,平均温度变化率_35.0
"[0.00, 0.00)",110,0.09691629955947137,88,22,0.2,0.016438726343159793,2.60618769793069e-05,3.2576979419512487e-06,平均温度变化率_35.0
"[0.00, 0.00)",261,0.22995594713656387,196,65,0.24904214559386972,-0.26612824544185076,0.017573541838089044,0.002190233136309342,平均温度变化率_35.0
"[0.00, inf)",195,0.17180616740088106,143,52,0.26666666666666666,-0.3582547230982509,0.024388515139573453,0.0030323652832223054,平均温度变化率_35.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,平均温度变化率_35.0
Missing,295,0.2599118942731278,244,51,0.17288135593220338,0.1954869577921452,0.009358767880849045,0.0011679867937292726,平均温度变化率_35.0
,1135,1.0,905,230,0.2026431718061674,,0.12197923168880524,0.014754941642426949,平均温度变化率_35.0
"(-inf, -0.07)",59,0.051982378854625554,54,5,0.0847457627118644,1.0096904993534432,0.038296932464066465,0.004593599903127074,最低温度变化率_16.0
"[-0.07, 0.00)",255,0.22466960352422907,215,40,0.1568627450980392,0.31190293923699564,0.019854498894500094,0.0024718010727948405,最低温度变化率_16.0
"[0.00, 0.00)",65,0.05726872246696035,46,19,0.2923076923076923,-0.4856532174540763,0.015434042918369983,0.0019105164882216863,最低温度变化率_16.0
"[0.00, 0.00)",60,0.05286343612334802,35,25,0.4166666666666667,-1.0333833981555178,0.07235917861213871,0.008662775498468483,最低温度变化率_16.0
"[0.00, 0.00)",161,0.14185022026431718,125,36,0.2236024844720497,-0.12506083593053963,0.00230114341395132,0.00028745562335267833,最低温度变化率_16.0
"[0.00, 0.01)",114,0.10044052863436123,89,25,0.21929824561403508,-0.10009508991279148,0.0010362955501420413,0.00012948289442036784,最低温度变化率_16.0
"[0.01, inf)",151,0.13303964757709252,121,30,0.1986754966887417,0.024737529157854876,8.081441185367068e-05,1.0101543916640342e-05,最低温度变化率_16.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最低温度变化率_16.0
Missing,270,0.23788546255506607,220,50,0.18518518518518517,0.11174890614748478,0.002872239480610343,0.0003588432391217235,最低温度变化率_16.0
,1135,1.0,905,230,0.2026431718061674,,0.15223514574563266,0.018424576263423496,最低温度变化率_16.0
"(-inf, 0.86)",67,0.059030837004405284,49,18,0.26865671641791045,-0.36840709456226883,0.008884956111950951,0.001104381100137092,温度6-平均_MEAN_33.0
"[0.86, 22.79)",669,0.5894273127753304,536,133,0.19880418535127056,0.0239293980723172,0.0003351150390622385,4.188838047255094e-05,温度6-平均_MEAN_33.0
"[22.79, 25.31)",57,0.050220264317180616,56,1,0.017543859649122806,2.6554960559584186,0.15277235296710096,0.014930903350467564,温度6-平均_MEAN_33.0
"[25.31, 27.90)",57,0.050220264317180616,52,5,0.08771929824561403,0.9719501713705962,0.034717509123902875,0.004176551479651279,温度6-平均_MEAN_33.0
"[27.90, inf)",77,0.06784140969162995,53,24,0.3116883116883117,-0.5776175515725545,0.026445809591575515,0.003260524007141828,温度6-平均_MEAN_33.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,温度6-平均_MEAN_33.0
Missing,208,0.18325991189427313,159,49,0.23557692307692307,-0.19277173066712572,0.007200577496694222,0.0008986811243767712,温度6-平均_MEAN_33.0
,1135,1.0,905,230,0.2026431718061674,,0.23035632033028677,0.024412929442247086,温度6-平均_MEAN_33.0
"(-inf, 998.64)",77,0.06784140969162995,63,14,0.18181818181818182,0.1342217619995434,0.001173594075614551,0.00014658923947446102,ELECTRICITY_COST
"[998.64, 1173.44)",63,0.055506607929515416,55,8,0.12698412698412698,0.5580360087759042,0.014503842457255063,0.0017898168400165533,ELECTRICITY_COST
"[1173.44, 1278.32)",72,0.06343612334801763,69,3,0.041666666666666664,1.765638581152419,0.11158767972644765,0.012379075329313552,ELECTRICITY_COST
"[1278.32, 1393.84)",96,0.08458149779735682,82,14,0.14583333333333334,0.3978062828722637,0.011830030703719966,0.001469079817669269,ELECTRICITY_COST
"[1393.84, 2649.36)",426,0.37533039647577093,343,83,0.19483568075117372,0.0490342045926111,0.0008892823556911201,0.00011114915960782137,ELECTRICITY_COST
"[2649.36, inf)",399,0.3515418502202643,293,106,0.2656641604010025,-0.3531221198717305,0.04841751285678207,0.0060209388953828755,ELECTRICITY_COST
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,ELECTRICITY_COST
Missing,2,0.001762114537444934,0,2,0.0,0.0,0.0,0.0,ELECTRICITY_COST
,1135,1.0,905,230,0.2026431718061674,,0.1884019421755104,0.021916649281464532,ELECTRICITY_COST
"(-inf, -0.00)",141,0.12422907488986784,94,47,0.3333333333333333,-0.6767084542167855,0.06799595157311587,0.008340943092539865,最低温度变化率_21.0
"[-0.00, 0.00)",92,0.08105726872246696,77,15,0.16304347826086957,0.26589958597474284,0.005282223338964986,0.0006583396278063538,最低温度变化率_21.0
"[0.00, 0.00)",62,0.05462555066079295,58,4,0.06451612903225806,1.304293014649798,0.06090669278114839,0.007115779641995453,最低温度变化率_21.0
"[0.00, 0.00)",91,0.0801762114537445,81,10,0.10989010989010989,0.7220084269016624,0.03323007797126075,0.004065825187113976,最低温度变化率_21.0
"[0.00, 0.07)",490,0.43171806167400884,386,104,0.21224489795918366,-0.05840916445327249,0.0014984623501343997,0.00018728117226702104,最低温度变化率_21.0
"[0.07, inf)",71,0.06255506607929516,53,18,0.2535211267605634,-0.28993547912077355,0.005710955870262657,0.0007113795415414313,最低温度变化率_21.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最低温度变化率_21.0
Missing,188,0.1656387665198238,156,32,0.1702127659574468,0.21426446967307977,0.007123277108516512,0.0008887102866335875,最低温度变化率_21.0
,1135,1.0,905,230,0.2026431718061674,,0.18174764099340357,0.021968258549897687,最低温度变化率_21.0
"(-inf, -0.00)",58,0.05110132158590308,41,17,0.29310344827586204,-0.4894969121286389,0.014004103347230588,0.0017332431615087697,最高温度变化率_21.0
"[-0.00, -0.00)",135,0.11894273127753303,111,24,0.17777777777777778,0.16162073618765782,0.0029583233479460805,0.00036938846872690886,最高温度变化率_21.0
"[-0.00, 0.00)",170,0.14977973568281938,147,23,0.13529411764705881,0.485082736072856,0.030284170815598175,0.0037488378746426236,最高温度变化率_21.0
"[0.00, 0.00)",72,0.06343612334801763,67,5,0.06944444444444445,1.2253990721801349,0.06408104204026312,0.007543806231969983,最高温度变化率_21.0
"[0.00, 0.00)",263,0.23171806167400882,213,50,0.19011406844106463,0.0794135255045485,0.0014268872706558282,0.00017831405550133156,最高温度变化率_21.0
"[0.00, 0.00)",129,0.11365638766519824,91,38,0.29457364341085274,-0.4965822879862667,0.03211144653516765,0.003973190567595028,最高温度变化率_21.0
"[0.00, inf)",157,0.13832599118942732,109,48,0.3057324840764331,-0.5497087634554779,0.04851381208108157,0.005989008189367949,最高温度变化率_21.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最高温度变化率_21.0
Missing,151,0.13303964757709252,126,25,0.16556291390728478,0.2475504473065464,0.007557929822883033,0.0009423363076294681,最高温度变化率_21.0
,1135,1.0,905,230,0.2026431718061674,,0.20093771526082602,0.024478124856942063,最高温度变化率_21.0
"(-inf, -0.00)",149,0.13127753303964756,106,43,0.28859060402684567,-0.46761665635822625,0.03265341388501953,0.004044890239321693,最高温度变化率_27.0
"[-0.00, -0.00)",75,0.06607929515418502,59,16,0.21333333333333335,-0.06490691311079266,0.0002837631080029841,3.546416341741743e-05,最高温度变化率_27.0
"[-0.00, 0.00)",81,0.07136563876651983,68,13,0.16049382716049382,0.2847027129378392,0.005300134579073394,0.0006602883213491671,最高温度变化率_27.0
"[0.00, 0.00)",63,0.055506607929515416,58,5,0.07936507936507936,1.0811494633355883,0.04578588767380836,0.005459830079776926,最高温度变化率_27.0
"[0.00, 0.00)",135,0.11894273127753303,114,21,0.15555555555555556,0.32182037589434165,0.011155099745749094,0.0013884011889923834,最高温度变化率_27.0
"[0.00, 0.00)",57,0.050220264317180616,48,9,0.15789473684210525,0.3041207987949408,0.004229784830705517,0.0005266949252489776,最高温度变化率_27.0
"[0.00, 0.00)",220,0.19383259911894274,172,48,0.21818181818181817,-0.09356216887116853,0.0017440365852516642,0.0002179250918708667,最高温度变化率_27.0
"[0.00, inf)",247,0.21762114537444935,190,57,0.23076923076923078,-0.16588283045079488,0.006283863166488199,0.0007845835404916273,最高温度变化率_27.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最高温度变化率_27.0
Missing,108,0.09515418502202644,90,18,0.16666666666666666,0.2395822776573695,0.00507594448459764,0.0006329799152704789,最高温度变化率_27.0
,1135,1.0,905,230,0.2026431718061674,,0.11251192805869638,0.013751057465739538,最高温度变化率_27.0
