,humidity_lower,humidity_lower,humidity_lower,humidity_lower,humidity_lower,humidity_lower,humidity_lower,humidity_upper,humidity_upper,humidity_upper,humidity_upper,humidity_upper,humidity_upper,humidity_upper,temp_lower,temp_lower,temp_lower,temp_lower,temp_lower,temp_lower,temp_lower,temp_lower,temp_upper,temp_upper,temp_upper,temp_upper,temp_upper,temp_upper,temp_upper,temp_upper
DOCdate_month,1,10,11,12,7,8,9,1,10,11,12,7,8,9,1,10,11,12,2,7,8,9,1,10,11,12,2,7,8,9
»’¡‰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.0,,0.8611111111111112,50.38333333333333,40.02066666666667,,53.3751048951049,81.96991452991453,,100.0,86.74444444444444,99.99578947368423,,76.36285714285715,89.48307692307692,15.313529411764707,27.66329365079365,22.364444444444445,22.443589743589747,25.56356643356643,,30.514358974358974,22.83153846153846,25.99357142857143,29.606944444444444,33.71666666666667,27.116222222222223,27.51969696969697,,31.866749084249083,24.488290598290593
-1.0,,30.119107142857143,43.954166666666666,,53.40051282051283,,,,79.09708333333333,79.03,,86.01693486590038,,,26.484895833333336,29.891458333333336,27.98777777777778,26.015694444444442,27.444728260869567,31.83856,31.164507575757575,30.809375,30.24130128205128,33.98215079365079,34.20381944444444,28.42666666666667,29.050833333333337,33.27912195121951,33.98429292929293,33.959731934731934
0.0,,49.37916666666666,41.15,,69.82350378787879,,,,64.05833333333334,74.33541666666667,,84.36645833333333,,,26.27520833333334,30.057638888888885,29.02144570707071,27.367972222222225,28.573333333333334,33.207125000000005,32.911111111111104,32.46284722222222,30.500527777777776,34.78333333333333,33.96052884615385,28.75319444444444,29.773888888888887,34.43384722222223,34.24305555555556,33.967013888888886
1.0,,53.92916666666667,43.72791666666667,,66.23937500000001,,,,68.40416666666667,75.45791666666668,,83.25000000000001,,,25.871458333333333,29.51944444444445,28.750520833333333,26.63180555555556,28.164291666666664,34.28961805555555,33.11527777777778,32.12708333333333,30.361486111111113,34.40277777777778,34.458333333333336,28.975416666666664,29.725972222222225,35.02276388888889,34.361250000000005,33.78402777777778
2.0,,60.9125,41.039880952380955,,66.21333333333332,,,,74.61666666666666,75.81458333333333,,84.14020833333333,,,25.356944444444444,28.85,27.899652777777778,26.06277777777778,27.42083333333333,33.06722222222223,31.75583333333333,31.184375000000003,29.54472222222222,33.56944444444444,33.072916666666664,28.39472222222222,28.79583333333333,34.53391666666667,33.52527777777778,33.238194444444446
3.0,,64.66083333333333,34.14166666666667,,71.12385416666666,,,,76.96000000000001,77.22833333333334,,86.03884973404254,,,25.02,28.672013888888888,27.20611111111111,24.98791666666667,27.14305555555556,31.605023271276593,31.129444444444445,30.62708333333334,28.76775,32.53805555555556,32.252374999999994,27.609583333333333,28.248611111111103,33.74629166666666,33.05947916666667,32.50340277777778
4.0,,62.1225,34.192916666666676,,71.02187500000001,,,,78.43190476190478,77.61166666666668,,85.00833333333334,,,26.426805555555553,28.384166666666665,26.938194444444445,24.938333333333333,26.613888888888884,31.05243055555556,31.21180555555555,29.969097222222224,28.124,31.738611111111112,31.550833333333337,27.434236111111105,27.54652777777778,33.214375,32.91909722222222,31.805833333333332
5.0,52.20916666666667,61.17316666666667,48.07260416666667,,72.24375,68.325,,72.11333333333334,80.42083333333333,79.53125,,83.29583333333333,84.9,,26.040694444444444,27.515833333333333,26.357222222222223,24.034166666666668,25.98472222222222,32.40416666666666,31.068836805555556,29.62069444444444,28.096833333333333,30.756666666666664,30.822000000000003,26.73291666666667,27.231944444444448,33.419444444444444,32.59409722222222,31.34361111111111
6.0,54.008333333333326,62.987500000000004,61.27541666666667,,75.13666666666667,65.48941176470588,,76.61541666666668,80.99416666666666,79.23375,,83.91104166666666,84.28166666666667,,25.077430555555555,27.018472222222222,25.755972222222223,25.276527777777776,25.364513888888887,31.061354166666668,29.520972222222223,28.977291666666666,30.129458333333336,30.042083333333334,30.03475,26.431458333333335,27.041388888888893,33.34563740079365,32.14208333333334,31.11111111111111
7.0,55.11416666666667,63.0775,62.614583333333336,,74.35041666666667,65.72869565217391,,78.78999999999999,79.09416666666667,82.81166666666665,,86.38364583333335,85.83416666666668,,24.91465277777778,26.286388888888887,25.443888888888885,24.76291666666667,25.03944444444444,31.08850694444445,29.980972222222224,28.40277777777777,29.355125,29.649583333333332,29.271583333333332,25.821944444444444,27.10395833333333,32.682916666666664,31.738611111111105,31.05784722222222
8.0,53.06875,62.005416666666676,60.75791666666666,,75.0859375,67.58749999999999,,76.47083333333333,83.76458333333333,84.46791666666667,,87.5278125,87.42250000000001,,24.564,25.88048611111111,25.210763888888888,24.756944444444443,24.683333333333334,30.95644097222222,29.55694444444444,28.243819444444444,28.973458333333337,29.297777777777778,28.933666666666667,25.63263888888889,26.874305555555555,32.607625,31.54111111111111,30.92590277777778
9.0,57.035,62.15541666666666,61.74791666666667,,75.1340625,62.89333333333333,,81.31791666666668,82.47874999999999,89.32083333333334,,88.53656249999999,89.3725,,24.35729166666666,25.67555555555555,24.89340277777778,24.423541666666665,24.36388888888889,30.815156250000005,28.59916666666667,28.368611111111115,28.683375000000005,29.284930555555555,28.685833333333335,25.272222222222226,27.57708333333333,31.975875,31.32736111111111,30.36295138888889
10.0,58.425000000000004,62.84458333333333,59.52666666666667,,77.29875,,,81.72800000000001,83.35166666666667,84.63916666666667,,87.24572916666668,,,23.95347222222222,25.614166666666662,24.361388888888893,23.873124999999998,23.753263888888892,30.72277083333333,28.824652777777775,28.269444444444446,28.371000000000002,28.88951388888889,28.47405555555555,25.144861111111112,27.091041666666673,31.902204861111116,31.750833333333333,30.05885416666667
11.0,62.20833333333333,66.14875,61.55397003745318,,79.0478125,,,84.34166666666667,91.2275,85.56916666666667,,88.9859375,,,23.960069444444443,25.496805555555557,24.03902777777778,23.500555555555557,23.439999999999994,30.799354166666664,28.63236111111111,28.002499999999998,28.208263888888887,28.664833333333338,28.089833333333335,24.82125,26.754305555555554,32.426996527777774,31.587916666666672,29.871875000000003
12.0,61.33958333333334,66.72208333333333,61.067708333333336,,79.58958333333334,,,84.79166666666667,88.31625,86.27291666666667,,89.41791666666667,,,23.506597222222226,25.17354166666667,23.620486111111106,23.045833333333334,22.790763888888897,30.843604166666662,28.755555555555553,27.125173611111112,27.800000000000004,28.283875000000005,27.611666666666665,24.489027777777782,25.44090277777778,32.545815972222215,31.381944444444443,29.705138888888893
13.0,63.08125,67.55333333333334,63.69583333333333,,77.60083333333334,63.14113636363636,,84.98333333333335,85.51916666666668,86.55833333333334,,87.58666666666669,89.06041666666667,,23.172222222222224,24.645972222222227,23.114583333333332,22.809722222222227,23.17409722222222,31.523750000000003,28.64534722222222,26.205277777777777,27.519166666666663,27.795499999999997,27.356666666666662,24.171944444444446,24.278680555555557,32.13131944444444,30.820937500000007,29.046805555555554
14.0,61.81666666666666,67.96583333333332,61.85333333333333,,75.11208333333333,62.931041666666665,,84.73541666666668,87.44000000000001,85.9216666666667,,84.93635416666667,88.86041666666667,,22.756944444444443,24.49041666666667,22.25208333333333,22.360555555555557,23.176458333333333,30.436059027777777,28.71,25.62416666666667,27.093333333333334,27.30625,26.98616666666667,24.153055555555557,24.237361111111117,32.135125,31.557361111111117,28.270694444444445
15.0,64.16666666666667,66.5,64.42458333333333,,72.42572916666667,62.989895833333335,,85.56666666666666,89.35666666666665,83.39125,,89.28645833333334,89.11916666666667,,22.19409722222222,24.253333333333334,21.492986111111115,21.921944444444442,23.290972222222223,29.693541666666665,26.896944444444443,25.593408119658122,26.63861111111111,26.68611111111111,26.627416666666665,23.55180555555556,24.684722222222224,31.684583333333332,31.021284722222223,28.387430555555557
16.0,65.2625,67.06166666666667,63.615,,71.73697916666667,,,87.91458333333333,87.47916666666667,82.50958333333334,,87.15541666666665,,,21.689930555555556,24.45277777777778,21.921597222222225,22.129444444444445,23.2375,30.189274305555557,27.684861111111108,25.459999999999997,26.58347222222222,26.620555555555555,26.237750000000002,23.21916666666667,24.81875,31.0213125,30.813281250000003,29.338194444444447
17.0,66.04166666666667,65.1225,64.78166666666667,,77.228125,62.64479166666667,,87.49166666666667,88.06916666666666,85.85583333333334,,87.39416666666666,88.39,,21.049305555555552,24.107569444444444,21.566111111111105,21.42159722222222,23.106249999999996,30.25446875,27.523333333333337,25.659583333333334,26.572986111111113,26.284208333333336,25.598333333333333,23.321875,24.827083333333334,31.541163194444444,30.849583333333328,29.427083333333336
18.0,64.7075,64.53166666666667,61.87416666666666,,80.014375,62.53397590361446,,86.38083333333333,87.15416666666667,87.15583333333333,,90.56072916666669,88.56875000000001,,20.797361111111112,23.50604166666667,21.340833333333332,21.343958333333337,23.072222222222226,29.423687500000003,28.88555555555556,25.17375,26.140166666666673,25.508125000000003,24.930444444444444,22.54993055555556,24.93333333333333,31.865468750000005,30.97131944444445,29.85833333333333
19.0,66.01416666666667,64.72,63.352916666666665,,79.04614583333333,,,85.42500000000001,86.92750000000001,86.5175,,87.5771875,,,20.408333333333335,22.176805555555553,21.172083333333333,21.172222222222217,22.848333333333336,29.88975,28.496805555555557,24.790277777777774,25.777666666666665,25.580277777777777,24.59058333333333,22.293194444444442,24.813888888888894,31.47041666666667,30.349652777777784,26.94991319444444
20.0,66.09416666666667,66.255,63.39541666666666,,78.01833333333333,,,83.2275,85.63666666666667,85.11791666666666,,90.50593749999999,,,20.236041666666665,21.752777777777784,20.076111111111118,20.382361111111106,22.51770833333333,29.427881944444447,28.390833333333333,24.14940972222222,26.010375,25.394027777777776,24.343666666666664,22.151944444444442,24.46916666666667,30.841517361111112,30.428072916666665,26.473333333333333
21.0,66.70291666666668,63.76083333333334,62.639583333333334,,80.61354166666666,,,82.73375,86.19,85.44375000000001,,91.00552083333334,,,20.10666666666667,21.435277777777777,19.75069444444444,20.26111111111111,22.31,29.00994791666667,24.753680555555558,24.07513888888889,25.751250000000002,25.035,24.337291666666665,22.013194444444444,24.161527777777778,30.190770833333335,30.502222222222223,26.52513888888889
22.0,67.60625,64.22916666666666,65.10458333333334,,79.75083333333335,,,81.65666666666668,86.89166666666667,84.56916666666666,,92.18531250000002,,,20.241458333333334,20.852083333333333,19.611805555555556,20.21708333333333,22.098680555555553,28.715920138888894,23.74395833333333,23.5934375,25.74908333333333,24.67326388888889,24.051916666666667,21.796388888888888,23.57604166666667,30.34741666666667,30.74536458333333,25.674722222222222
23.0,65.99375,65.78541666666666,65.92083333333333,,82.52625,64.26666666666667,,83.51,85.83958333333334,81.90208333333334,,91.92812500000001,93.16083333333331,,20.464374999999997,20.790277777777778,19.603559027777777,20.521527777777777,22.07111111111111,29.1935,23.71708333333333,22.498402777777777,25.477083333333333,24.111805555555556,23.85173611111111,21.91263888888889,22.987847222222225,29.69015625,29.920694444444443,25.583055555555557
24.0,65.2905303030303,66.56875,65.13541666666666,,82.4790625,63.86869565217391,,84.34791666666666,83.59375,85.04583333333333,,94.13354166666664,93.84261111111111,,20.31111111111111,20.75451388888889,19.22534722222222,20.805694444444445,21.762361111111115,29.128062499999995,24.166597222222222,21.55555555555556,25.28416666666667,23.89027777777778,23.833819444444444,22.001527777777774,23.010138888888893,30.093315972222218,29.84354166666667,26.087291666666665
25.0,66.21041666666667,67.60833333333333,64.29375,,83.280625,64.654375,,83.76666666666667,84.14750000000001,85.46458333333334,,93.49083333333333,93.36791666666666,,20.202083333333334,20.265694444444446,18.89097222222222,20.406388888888888,21.775833333333335,29.051166666666667,25.14409722222222,21.46743055555556,24.94666666666667,23.899722222222223,23.471180555555556,21.810694444444444,23.527291666666667,30.23524305555556,29.856111111111115,26.35395833333334
26.0,66.74375,67.78833333333334,64.93333333333334,,81.65135416666666,62.43395833333334,,84.58333333333334,81.98166666666667,85.85833333333333,,92.56885416666667,93.2575,,19.971180555555556,19.94125,18.545833333333334,20.412777777777777,21.687361111111116,29.954249999999995,26.128125,21.72465277777778,24.5775,23.820972222222224,23.188680555555557,22.16263888888889,23.90986111111111,30.276024305555552,29.993472222222223,26.357847222222226
27.0,67.43958333333333,62.927499999999995,65.34583333333333,,84.6203125,63.138,,85.65625,85.74750000000002,85.35625,,95.1659375,93.71458333333335,,20.175,19.26958333333333,18.594097222222224,20.000416666666663,21.751875,29.14116319444445,26.498819444444447,21.368298611111115,24.342083333333335,23.300555555555558,22.875347222222224,21.793194444444445,24.454097222222227,30.134843749999998,29.484513888888888,26.5225
28.0,65.19791666666666,65.69666666666666,64.1125,,85.14052083333334,67.24916666666667,,85.52708333333334,83.0425,85.95416666666668,,93.298125,92.1125,,19.83680555555555,18.489305555555557,18.514236111111114,19.291805555555552,21.431041666666665,26.973385416666666,26.24111111111111,20.321527777777778,24.657916666666665,23.212777777777774,22.836111111111116,21.990277777777777,24.11090277777778,29.863125000000004,29.808263888888888,25.23722222222222
29.0,65.17916666666667,68.4825,66.59583333333333,,80.88541666666667,63.095416666666665,,85.47291666666666,80.71583333333334,86.01666666666668,,93.3365625,93.88124999999998,,19.351041666666667,18.19138888888889,18.570833333333336,18.669583333333332,21.728472222222226,27.246347222222223,26.2125,19.558333333333334,24.511666666666663,22.90902777777778,22.41631944444444,22.16111111111112,24.904722222222222,29.573708333333332,29.600208333333335,24.698999999999998
30.0,63.235416666666666,69.37083333333334,66.57708333333333,,75.24270833333334,68.8075,,86.61875,79.4925,85.34583333333333,,94.31875,94.03500000000003,,19.131944444444443,18.128055555555555,18.49097222222222,18.356944444444448,22.246805555555557,27.3609375,24.811527777777783,19.973333333333333,24.1175,22.264722222222225,21.98263888888889,22.335,25.067986111111114,29.297500000000003,29.259444444444448,22.101354166666667
31.0,62.87708333333333,64.0275,64.75416666666666,,71.87593749999999,61.673125,,85.62083333333334,79.27833333333334,84.84375,,94.9284375,94.23666666666665,,18.430902777777778,18.08361111111111,17.92465277777778,18.445138888888888,21.729027777777777,26.610979166666667,21.34680555555556,20.021527777777777,23.967083333333335,22.01388888888889,21.60798611111111,21.136666666666667,25.081944444444442,29.140659722222228,28.81486111111111,22.269375
32.0,65.11458333333333,63.138333333333335,63.25833333333334,,74.28541666666668,,,84.90833333333333,81.685,85.74375,,96.18333333333334,,,17.906597222222224,17.994166666666665,17.68090277777778,17.949166666666667,21.273749999999996,26.989375000000003,19.476319444444446,19.56341666666667,23.880416666666665,21.904166666666665,21.294444444444444,21.367916666666666,25.032361111111108,29.71909722222222,28.54423611111111,22.336302083333333
33.0,64.04791666666667,61.23318840579711,61.135416666666664,,75.51458333333333,,,86.94166666666668,82.20583333333333,84.88125,,98.04479166666664,,,17.615972222222222,17.851944444444445,17.102430555555557,17.716597222222223,21.677152777777778,28.024375,19.57541666666667,19.19504166666667,23.852499999999996,21.61277777777778,21.448958333333337,21.394583333333333,25.95006944444444,29.52881944444444,28.413125,22.249131944444446
34.0,64.25083333333333,59.653333333333336,59.87708333333333,,75.60000000000001,,,84.31250000000001,79.45500000000001,84.76458333333335,,95.86875,,,18.662777777777777,17.53041666666667,16.518749999999997,18.110416666666666,21.174375,27.855729166666663,20.764583333333334,18.603791666666666,23.276,20.512777777777778,21.14957107843137,21.487499999999997,26.961388888888887,29.79184027777778,28.405138888888892,22.161944444444444
35.0,64.96083333333334,59.32833333333333,59.74958333333333,,77.75833333333334,,,81.59666666666668,86.98,86.01291666666668,,90.50416666666666,,,18.825833333333332,16.15361111111111,16.08357638888889,17.614375,21.37194444444445,26.183680555555554,21.327222222222222,18.277555555555555,23.019333333333332,19.506805555555555,20.59958333333333,21.43034722222222,26.743333333333332,29.052916666666665,28.16138888888889,22.219166666666663
36.0,79.27541666666667,61.23083333333334,54.647083333333335,65.56750000000001,77.53614583333334,,47.36028846153846,80.41208333333333,89.11,87.48041666666667,68.54083333333334,90.64145833333332,,93.55999999999999,21.830750000000002,15.334791666666668,15.075069444444445,16.710416666666667,,26.255416666666665,20.784930555555558,19.2345,21.963416666666667,19.498055555555563,19.26658333333333,17.493750000000006,,26.767829861111114,28.108402777777776,22.338055555555552
37.0,,,,,,,89.13333333333334,,,,,,,89.13333333333334,,,,,,,22.423611111111114,21.414583333333336,,,,,,,22.423611111111114,21.414583333333336
